Etho_trial,Trial,Shelter,Order,Date,Animal_ID,Trap_ID,Mass,Sex,Dev_stage,Recap._no,Trials,Tagger,Observer,Weather,Temperature,Notes,Distance_moved,Mean_dist_AP,Total_dist_AP,Time_arena,TimeEdge1,TimeEdge2,TimeEdge3,TimeEdge4,TimeEdge5,TimeEdge6,TimeEdge7,TimeEdge8,TimeEdge9,TimeEdge10,TimeEdge11,TimeEdge12,TimeEdge13,TimeEdge14,TimeEdge15,TimeEdge16,TimeEdge17,TimeEdge18,TimeEdge19,TimeEdge20,TimeOuter1,TimeOuter2,TimeOuter3,TimeOuter4,TimeOuter5,TimeOuter6,TimeOuter7,TimeOuter8,TimeOuter9,TimeOuter10,TimeOuter11,TimeOuter12,TimeCenter1,TimeCenter2,TimeCenter3,TimeCenter4,SquaresEntered,TimeEdge,TimeOuter,TimeCenter,TimeNear,TimeFar,TimeShelter,Lat_Shelter,Lat_Entry,TimeMove,TimeStill,Velocity
Trial   121,OF,No,9,6.30.17,3,6.2,30,F,A,7,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,16.46,,610.606,15.3907,41524.2,180.11,2,1,1,1,1,2,2,0,2,3,2,1,2,2,1,3,3,3,3,3,0,1,4,5,1,1,1,0,0,0,0,0,0,0,0,0,25,168.031,9.47594,-,133.064,44.4435,-,-,-,48.047,131.996,3.39396
Trial   122,OF,No,10,6.30.17,14,6.5,20,M,A,4,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,16.22,retagged right ear,1382.69,38.1274,102906,180.11,3,1,1,1,1,3,3,3,3,8,11,7,5,5,5,5,3,2,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,23,117.649,6.473,-,67.733,56.3885,-,-,-,81.6132,98.4297,7.6798
Trial   123,OF,Yes,11,6.30.17,2,7.6,23,F,A,8,3,Monica,Monica,Cloudy/stormy,15.98,,230.108,10.0009,26992.3,180.11,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,180.11,-,-,177.44,2.66928,-,-,-,14.0805,165.962,1.27807
Trial   124,OF,No,12,6.30.17,12,9.9,26.5,M,A,4,3,Monica,Monica,Cloudy/stormy,15.74,retagged right ear,824.149,31.2843,84373.6,180.11,3,4,2,2,4,6,4,2,2,2,2,7,7,3,2,4,4,1,1,2,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,27,172.035,7.60745,-,107.705,71.9371,-,-,-,79.1442,100.899,4.58431
Trial   125,AGG,No,1,6.30.17,23,1.5,17.5,M,A,1,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,18.2,,1075.62,43.7263,117230,179.909,3,2,2,2,1,1,1,3,4,6,5,3,3,2,2,1,0,1,2,3,1,2,2,1,3,2,2,6,5,0,2,1,2,0,2,3,33,164.361,13.2129,1.93523,36.4357,143.073,-,-,-,88.9538,90.4886,6.03461
Trial   126,AGG,No,2,6.30.17,24,2.2,35,F,A,1,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,18.2,Preg?,2142.85,20.6871,55731.2,180.11,9,7,4,3,8,7,4,4,3,5,4,6,3,1,5,8,5,6,8,12,14,7,4,2,3,7,7,5,4,9,7,8,3,2,6,6,36,123.588,31.5642,8.27477,115.446,47.9803,-,-,-,116.114,63.9293,11.9462
Trial   127,AGG,No,3,6.30.17,10,2.4,29.5,F,A,3,2,Monica,Monica,Cloudy/stormy,17.9,escaped after agg,2079.05,35.0904,94252.9,180.043,3,3,2,3,7,9,3,3,3,9,6,3,3,7,3,8,4,3,3,3,1,1,1,0,0,1,3,1,2,2,0,0,0,0,0,0,28,156.019,5.67222,-,44.6437,117.048,-,-,-,59.6584,120.184,11.6468
Trial   128,AGG,No,4,6.30.17,20,4.3,18,M,J,2,3,Monica,Monica,Cloudy/stormy,17.66,,4038.15,27.8028,74039,178.642,18,5,4,2,2,3,3,3,3,4,4,5,6,4,5,18,19,17,16,15,3,1,0,0,0,1,1,1,0,3,2,4,1,0,3,3,31,139.27,3.67026,1.80176,123.988,20.7537,-,-,-,132.263,46.1785,22.8093
Trial   129,AGG,No,5,6.30.17,17,4.5,24,U,J,2,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,17.42,wrong note om OF,1602.27,35.2583,95091.5,180.11,3,0,2,2,4,4,2,2,2,3,5,8,6,3,4,11,4,4,4,6,3,3,2,2,1,3,3,4,2,0,2,3,2,2,4,4,34,154.885,12.212,6.8734,118.583,55.3876,-,-,-,110.041,70.0019,8.91257
Trial   130,AGG,No,6,6.30.17,18,4.6,10.5,M,J,2,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,17.18,,2015.04,24.9814,66625.5,179.109,13,5,6,2,1,1,1,1,2,3,3,5,3,3,3,6,8,6,4,7,2,3,0,1,1,3,5,3,2,3,3,0,1,1,3,4,34,73.4052,7.80764,4.20412,54.8537,30.5633,-,-,-,139.804,38.9715,11.369
Trial   131,AGG,No,7,6.30.17,7,4.8,24,M,A,5,3,Monica,Monica,Cloudy/stormy,16.94,,3868.37,23.7669,64123.2,180.11,17,5,4,3,3,3,2,3,2,2,2,2,3,3,10,16,11,10,11,15,1,0,1,1,1,0,0,0,2,6,1,1,0,1,0,2,30,78.8772,2.53582,0.66732,63.0617,19.0186,-,-,-,137.668,42.3748,21.5017
Trial   132,AGG,Yes,8,6.30.17,6,5.1,30,M,A,6,3,Monica,Monica,Cloudy/stormy,16.7,,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Trial   133,AGG,No,9,6.30.17,3,6.2,30,F,A,7,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,16.46,,1088.58,31.6049,85301.6,180.11,3,2,1,0,0,0,0,1,1,1,1,1,2,1,7,7,5,4,4,4,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,23,145.075,12.6123,-,144.475,13.2129,-,-,-,62.5279,117.515,6.04625
Trial   134,AGG,No,10,6.30.17,14,6.5,20,M,A,4,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,16.22,retagged right ear,0.269171,39.707,107169,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,180.11,-,-,-,-,-,180.043,0.00149504
Trial   135,AGG,Yes,11,6.30.17,2,7.6,23,F,A,8,3,Monica,Monica,Cloudy/stormy,15.98,,583.129,48.005,129470,180.11,0,0,0,0,1,0,2,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,176.439,3.67026,-,0.066732,180.043,-,-,7.87438,74.0058,106.037,3.24364
Trial   136,AGG,No,12,6.30.17,12,9.9,26.5,M,A,4,3,Monica,Monica,Cloudy/stormy,15.74,retagged right ear,292.122,32.0639,86476.4,180.11,0,0,0,0,1,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,106.905,73.205,-,-,180.11,-,-,-,24.9578,155.085,1.62492
Trial   137,AP,No,1,6.30.17,23,1.5,17.5,M,A,1,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,18.2,,1253.2,39.2789,105935,180.11,2,2,4,3,2,2,1,3,4,6,8,10,6,5,7,5,4,5,4,3,3,2,2,1,2,2,3,0,1,2,3,6,2,2,2,1,35,163.56,13.3464,3.20314,64.9302,115.179,-,-,-,94.0254,86.0175,6.9709
Trial   138,AP,No,2,6.30.17,24,2.2,35,F,A,1,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,18.2,Preg?,1507.1,34.409,92835.5,180.11,5,6,3,5,4,4,5,4,3,6,9,7,3,3,3,5,7,6,6,5,6,5,4,1,0,2,2,2,1,0,1,4,2,3,4,2,34,166.963,10.21,2.93621,85.0166,95.0931,-,-,-,81.6132,98.4297,8.37698
-,AP,No,3,6.30.17,10,2.4,29.5,F,A,3,2,Monica,Monica,Cloudy/stormy,17.9,escaped after agg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   139,AP,No,4,6.30.17,20,4.3,18,M,J,2,3,Monica,Monica,Cloudy/stormy,17.66,,1117.55,45.3262,122335,180.11,3,1,0,1,1,2,4,3,3,4,7,12,8,5,6,6,5,5,4,4,1,2,1,1,0,0,2,0,1,3,1,1,2,0,0,1,30,173.236,5.93915,0.800784,50.1825,129.794,-,-,-,67.6662,112.377,6.20712
Trial   140,AP,No,5,6.30.17,17,4.5,24,U,J,2,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,17.42,wrong note om OF,7.94373,59.5497,160725,180.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,0.467124,179.576,0.0441213
Trial   141,AP,No,6,6.30.17,18,4.6,10.5,M,J,2,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,17.18,,827.82,46.543,125573,180.11,0,1,3,3,2,1,2,1,0,3,7,3,1,0,2,2,0,0,1,1,3,5,5,5,3,1,4,3,2,1,0,1,2,3,2,2,30,147.144,30.0961,2.86948,20.8204,159.289,-,-,-,60.3925,119.65,4.60131
Trial   142,AP,No,7,6.30.17,7,4.8,24,M,A,5,3,Monica,Monica,Cloudy/stormy,16.94,,1856.4,20.8735,56212.3,179.976,9,7,9,9,7,9,8,5,3,6,5,3,3,7,8,8,6,4,4,6,2,1,0,2,3,2,2,1,3,2,1,1,1,1,2,3,35,154.818,8.47496,3.1364,116.247,50.1825,-,-,-,93.2246,86.6181,10.3415
Trial   143,AP,No,8,6.30.17,6,5.1,30,M,A,6,3,Monica,Monica,Cloudy/stormy,16.7,,54.1873,31.2865,12733.6,27.3601,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,6,2.46908,2.00196,0.133464,-,4.60451,22.7556,4.60451,3.93719,3.80372,23.4897,2.00003
Trial   144,AP,No,9,6.30.17,3,6.2,30,F,A,7,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,16.46,,431.238,48.819,131714,180.11,1,3,2,2,1,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,174.571,5.53876,-,15.8822,164.227,-,-,-,43.2423,136.801,2.39697
Trial   145,AP,No,10,6.30.17,14,6.5,20,M,A,4,3,Monica,Monica and Kevin,partly cloudy/cloudy and windy,16.22,retagged right ear,225.131,57.1254,154124,180.11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,180.11,-,-,16.2826,163.827,-,-,-,10.4102,169.633,1.25136
Trial   146,AP,Yes,11,6.30.17,2,7.6,23,F,A,8,3,Monica,Monica,Cloudy/stormy,15.98,,748.347,57.9565,156135,180.11,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,180.043,-,-,1.73503,178.308,-,-,-,3.93719,176.106,4.17196
Trial   147,AP,No,12,6.30.17,12,9.9,26.5,M,A,4,3,Monica,Monica,Cloudy/stormy,15.74,retagged right ear,55.3869,1.85187,4992.64,180.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,180.11,-,-,-,-,-,180.043,0.308317
Trial   148,OF,No,1,7.03.17,21,2.2,21.5,M,A,2,3,Monica,Monica,partly cloudy ,19.7,,2579.57,30.7832,82776,180.11,8,8,9,4,6,5,2,3,2,3,8,8,8,2,4,15,7,8,5,6,5,5,4,8,9,6,6,9,5,5,6,8,7,5,7,7,36,103.234,27.0932,16.4828,81.1461,65.6643,-,-,-,140.07,39.9725,14.4345
Trial   149,OF,No,2,7.03.17,7,3.5,24,M,A,6,3,Monica,Monica,partly cloudy ,19.7,,3254.98,32.4586,87216.2,180.11,13,7,7,9,8,7,4,4,5,6,9,7,8,7,14,33,14,9,7,9,2,2,0,3,3,2,5,3,2,5,2,1,2,1,2,2,35,128.326,11.7448,1.40137,81.1461,60.3257,-,-,-,115.647,64.3296,18.2412
Trial   150,OF,No,3,7.03.17,20,4.3,17.5,M,J,3,2,Monica,Monica,partly cloudy ,19.7,Hid behind mirror,2200.98,33.7528,90828.8,180.11,6,8,5,5,7,6,2,1,1,3,5,5,6,6,11,23,18,12,10,11,2,1,1,1,2,0,3,1,2,6,1,0,0,2,1,1,33,152.349,6.27281,2.53582,84.5494,76.6083,-,-,-,96.0941,83.9489,12.2977
Trial   151,OF,No,4,7.03.17,8,4.5,31,M,A,4,3,Monica,Monica,partly cloudy ,19.7,retagged right ear,1027.79,22.4209,60200,180.11,7,7,4,3,10,5,7,2,2,3,1,2,3,2,1,3,4,2,2,3,1,2,2,12,1,1,4,2,1,2,1,0,0,1,1,1,34,137.468,41.4406,0.867516,100.899,78.8772,-,-,-,79.5445,100.498,5.76843
Trial   152,OF,No,5,7.03.17,25,5.8,10.5,F,J,1,3,Monica,Monica,partly cloudy ,19.7,,2210.03,33.6098,90309.6,180.11,12,7,6,4,1,4,9,9,7,6,10,8,5,4,9,13,8,7,6,7,3,4,6,6,4,2,5,2,3,2,2,2,3,1,1,1,36,144.141,10.5437,1.33464,65.2639,90.7555,-,-,-,122.987,57.0559,12.3852
Trial   153,OF,Yes,6,7.03.17,14,6.5,21,M,A,5,3,Monica,Monica,partly cloudy ,19.7,,579.855,32.2306,64106.7,133.197,2,2,2,2,2,0,2,2,2,2,3,3,2,2,2,3,2,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,58.9911,7.20706,-,32.5652,33.6329,64.5966,0,50.2492,34.3002,98.8301,4.37969
Trial   154,OF,No,7,7.03.17,12,6.9,26.5,M,A,5,3,Monica,Monica,partly cloudy ,19.7,retagged  left ear,271.682,12.9551,34849.3,180.11,1,1,1,1,3,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,179.109,1.00098,-,140.137,39.9725,-,-,-,26.6261,153.417,1.51912
Trial   155,OF,Yes,8,7.03.17,2,7.7,24.5,F,A,9,3,Monica,Monica,partly cloudy ,19.7,,287.971,33.6313,90333.7,180.11,1,1,1,1,1,0,1,1,2,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,178.508,1.60157,-,161.758,18.3513,-,-,168.098,20.6869,159.289,1.61502
Trial   156,OF,Yes,9,7.03.17,3,9.1,29,F,A,8,3,Monica,Monica,partly cloudy ,19.7,,814.808,21.5434,27532.4,86.4179,7,5,5,7,5,2,2,1,1,1,1,1,1,1,1,2,2,3,2,3,0,1,4,6,0,0,0,0,0,1,2,0,0,0,0,0,25,58.0568,12.6791,-,30.9636,39.7723,5.07163,19.9529,0,51.784,34.4337,9.63706
Trial   157,AGG,No,1,7.03.17,21,2.2,21.5,M,A,2,3,Monica,Monica,partly cloudy ,19.7,,1256.7,28.6429,77249.8,180.11,5,1,1,1,4,6,2,3,2,1,2,5,5,3,2,4,1,4,4,3,1,2,1,2,2,3,2,2,2,5,3,2,1,1,4,0,35,118.516,11.7448,1.60157,77.0087,54.8537,-,-,-,95.4268,84.6162,6.99037
Trial   158,AGG,No,2,7.03.17,7,3.5,24,M,A,6,3,Monica,Monica,partly cloudy ,19.7,,1565.32,26.6783,62747.4,158.155,9,2,0,0,0,0,0,1,1,1,1,1,1,1,4,13,9,8,4,4,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,23,98.0293,1.4681,-,96.6947,2.80274,-,-,-,84.3492,73.4719,10.02
Trial   159,AGG,No,3,7.03.17,20,4.3,17.5,M,J,3,2,Monica,Monica,partly cloudy ,19.7,Hid behind mirror,67.1901,36.5183,4929.97,9.94307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.54268,-,-,9.54268,-,-,-,-,6.73993,2.46908,7.80516
Trial   160,AGG,No,4,7.03.17,8,4.5,31,M,A,4,3,Monica,Monica,partly cloudy ,19.7,retagged right ear,1633.39,29.1067,78471.7,180.11,6,5,2,3,4,2,1,1,4,2,1,3,1,1,4,17,11,5,7,8,7,5,2,5,5,5,3,1,1,4,4,4,2,3,4,1,36,134.598,21.421,3.87046,87.5524,72.3375,-,-,-,104.636,75.3404,9.09246
Trial   161,AGG,No,5,7.03.17,25,5.8,10.5,F,J,1,3,Monica,Monica,partly cloudy ,19.7,,2627.76,25.1481,67170.6,179.042,15,1,0,0,0,0,0,0,1,2,0,2,2,3,7,22,26,20,18,12,1,0,0,0,0,0,1,0,3,5,1,1,0,0,0,1,20,79.6113,2.33562,0.133464,76.0745,6.00588,-,-,-,141.272,37.6368,14.8037
Trial   162,AGG,Yes,6,7.03.17,14,6.5,21,M,A,5,3,Monica,Monica,partly cloudy ,19.7,,0,31.6433,41832.5,88.6868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,88.6868,0,-,-,88.6201,0
Trial   163,AGG,No,7,7.03.17,12,6.9,26.5,M,A,5,3,Monica,Monica,partly cloudy ,19.7,retagged  left ear,113.063,38.9547,104983,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,180.11,-,-,-,-,10.8773,169.166,0.629848
Trial   164,AGG,Yes,8,7.03.17,2,7.7,24.5,F,A,9,3,Monica,Monica,partly cloudy ,19.7,,49.9251,56.837,153005,180.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,1.80176,178.241,0.278742
Trial   165,AGG,Yes,9,7.03.17,3,9.1,29,F,A,8,3,Monica,Monica,partly cloudy ,19.7,,727.418,20.6204,32745.1,106.304,3,2,1,1,1,0,1,2,1,1,0,0,0,1,1,3,5,5,4,4,3,2,1,2,2,0,1,1,1,1,2,0,0,2,0,0,27,52.7183,10.21,0.33366,54.1197,9.14228,29.629,76.6751,76.0745,36.8361,69.4013,6.87734
Trial   166,AP,No,1,7.03.17,21,2.2,21.5,M,A,2,3,Monica,Monica,partly cloudy ,19.7,,924.406,20.5934,55293.1,180.11,3,1,1,2,2,7,5,1,1,3,7,6,4,4,3,2,2,2,2,3,1,1,1,0,1,1,3,1,0,1,0,1,0,0,0,0,29,156.153,6.80666,-,120.785,42.1746,-,-,-,62.4612,117.582,5.18821
Trial   167,AP,No,2,7.03.17,7,3.5,24,M,A,6,3,Monica,Monica,partly cloudy ,19.7,,2898.04,34.1156,91839.2,180.11,12,12,9,8,7,7,8,5,5,5,7,9,8,8,14,26,10,7,7,9,6,4,5,4,1,1,1,0,1,1,1,2,1,0,0,0,32,138.135,6.40627,0.133464,79.4111,65.2639,-,-,-,117.048,62.995,16.1803
Trial   168,AP,No,3,7.03.17,20,4.3,17.5,M,J,3,2,Monica,Monica,partly cloudy ,19.7,Hid behind mirror,66.1828,54.7873,147816,180.11,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,178.508,1.60157,-,-,180.11,-,-,-,8.3415,171.701,0.367867
Trial   169,AP,No,4,7.03.17,8,4.5,31,M,A,4,3,Monica,Monica,partly cloudy ,19.7,retagged right ear,285.193,31.5866,84746.9,180.11,1,1,2,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,16,155.219,24.6241,0.266928,7.00686,173.103,-,-,-,25.8253,154.218,1.60304
Trial   170,AP,No,5,7.03.17,25,5.8,10.5,F,J,1,3,Monica,Monica,partly cloudy ,19.7,,1763.13,43.7948,117764,180.11,1,1,0,0,1,2,6,5,8,16,12,13,8,6,8,6,2,2,1,1,1,1,0,2,1,2,6,2,1,2,3,2,1,1,1,0,32,103.234,13.8803,0.734052,24.157,93.6917,-,-,-,125.656,54.3866,9.86599
Trial   171,AP,Yes,6,7.03.17,14,6.5,21,M,A,5,3,Monica,Monica,partly cloudy ,19.7,,123.454,33.6247,90349.4,180.11,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,47.7801,0.867516,-,46.9793,1.6683,131.462,48.6476,48.314,9.07555,170.967,0.691845
Trial   172,AP,No,7,7.03.17,12,6.9,26.5,M,A,5,3,Monica,Monica,partly cloudy ,19.7,retagged  left ear,174.543,51.6414,138709,180.11,0,0,0,0,0,0,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,161.892,18.2178,-,-,180.11,-,-,-,20.6869,159.289,0.978885
Trial   173,AP,Yes,8,7.03.17,2,7.7,24.5,F,A,9,3,Monica,Monica,partly cloudy ,19.7,,44.298,40.5039,108834,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,180.11,-,-,-,-,0.734052,179.309,0.24825
Trial   174,AP,Yes,9,7.03.17,3,9.1,29,F,A,8,3,Monica,Monica,partly cloudy ,19.7,,54.9011,32.2132,86685.8,180.11,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1.4681,5.07163,-,-,6.53974,173.57,6.53974,6.00588,3.26987,176.773,0.306753
Trial   175,OF,No,1,7.06.17,10,1.1,31.5,F,A,4,3,Monica,Monica and Erin,"sunny, windy",23,,359.205,37.1805,99941.2,180.11,1,1,1,1,1,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,180.11,-,-,36.6359,143.474,-,-,-,25.2247,154.818,2.01151
Trial   176,OF,Yes,2,7.06.17,7,2.9,24.5,M,A,7,3,Monica,Monica and Erin,"sunny, windy",23,,2000.29,35.8368,79629.4,151.415,3,3,4,3,4,5,5,8,12,12,11,10,5,3,4,8,5,4,1,2,3,3,4,15,9,15,13,3,2,3,4,2,4,4,6,5,36,88.6201,38.3709,5.0049,30.4298,101.566,7.34052,41.5073,29.1619,104.703,45.7114,13.6126
Trial   177,OF,Yes,3,7.06.17,6,4.3,34,M,A,7,3,Monica,Monica and Erin,"sunny, windy",23,retagged left ear. Had to run agg twice,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Trial   178,OF,No,4,7.06.17,19,4.5,17,M,A,2,3,Monica,Monica and Erin,"sunny, windy",23,,1988.58,34.9794,94129.7,180.11,4,2,1,2,4,3,3,3,2,5,8,12,7,8,8,9,9,7,7,6,3,3,4,2,2,5,9,3,1,7,3,4,1,0,2,1,35,140.07,20.42,1.6683,90.3551,71.8036,-,-,-,108.64,71.3365,11.1109
Trial   179,OF,No,5,7.06.17,8,8.2,33.5,M,A,5,3,Monica,Monica and Erin,"sunny, windy",23,,1954.1,41.3347,111438,180.11,3,2,1,2,2,5,5,3,2,5,9,10,6,5,6,23,7,3,3,3,2,4,4,2,4,6,5,4,5,4,1,2,2,1,3,3,36,102.834,18.2178,2.86948,57.3895,66.5318,-,-,-,127.258,52.7183,10.8777
Trial   180,OF,Yes,6,7.06.17,3,9.3,33,F,A,9,3,Monica,Monica and Erin,"sunny, windy",23,,404.958,29.0196,19675.3,45.4445,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,22,13.3464,5.27183,-,8.40823,10.21,26.6261,23.6231,4.8047,11.3444,34.0333,8.9637
Trial   181,OF,Yes,7,7.06.17,2,10.7,27.5,F,A,10,3,Monica,Monica and Erin,"sunny, windy",23,,219.064,27.4618,23946.7,58.3905,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,15,30.1629,3.06967,-,21.0206,12.212,25.158,32.2983,31.8312,15.5486,42.7752,3.76893
Trial   182,AGG,No,1,7.06.17,10,1.1,31.5,F,A,4,3,Monica,Monica and Erin,"sunny, windy",23,,205.771,34.7988,93400,180.11,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,180.11,-,-,4.73797,175.372,-,-,-,6.94013,173.103,1.15575
Trial   183,AGG,Yes,2,7.06.17,7,2.9,24.5,M,A,7,3,Monica,Monica and Erin,"sunny, windy",23,,2617.66,24.3049,52304.1,144.542,12,3,3,2,2,2,2,5,4,2,2,3,4,6,7,11,5,6,10,10,1,2,4,9,6,6,5,3,1,1,1,3,1,4,1,1,36,54.2531,14.7478,1.6683,38.838,31.8312,2.80274,54.2531,53.7193,107.439,36.8361,18.3044
Trial   184,AGG,Yes,3,7.06.17,6,4.3,34,M,A,7,3,Monica,Monica and Erin,"sunny, windy",23,retagged left ear. Had to run agg twice,0,32.2994,39340.7,81.4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,81.4798,0,-,-,81.413,0
Trial   185,AGG,No,4,7.06.17,19,4.5,17,M,A,2,3,Monica,Monica and Erin,"sunny, windy",23,,2379.3,28.8768,77794.1,180.11,6,6,5,5,3,5,6,4,4,6,6,6,6,6,9,17,15,10,8,8,3,3,5,4,2,1,2,2,1,5,6,5,2,3,2,3,36,159.623,14.4141,2.46908,118.316,58.1903,-,-,-,122.453,57.5897,13.2644
Trial   186,AGG,No,5,7.06.17,8,8.2,33.5,M,A,5,3,Monica,Monica and Erin,"sunny, windy",23,,946.588,26.5309,71606.8,180.11,2,1,0,1,0,2,3,1,1,1,1,3,1,6,6,7,2,4,2,2,2,1,2,1,1,1,2,0,2,2,3,2,1,1,0,2,32,155.752,16.8165,6.8734,145.476,33.9666,-,-,-,87.6858,92.3571,5.25757
Trial   187,AGG,Yes,6,7.06.17,3,9.3,33,F,A,9,3,Monica,Monica and Erin,"sunny, windy",23,,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Trial   188,AGG,Yes,7,7.06.17,2,10.7,27.5,F,A,10,3,Monica,Monica and Erin,"sunny, windy",23,,0,32.2668,7227.76,15.1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,15.1482,0,-,-,15.0814,0
