Etho_trial,Trial,Shelter,Order,Date,Animal_ID,Trap_ID,Mass,Sex,Dev_stage,Recap._no,Trials,Tagger,Observer,Weather,Temperature,Notes,Distance_moved,Mean_dist_AP,Total_dist_AP,Time_arena,TimeEdge1,TimeEdge2,TimeEdge3,TimeEdge4,TimeEdge5,TimeEdge6,TimeEdge7,TimeEdge8,TimeEdge9,TimeEdge10,TimeEdge11,TimeEdge12,TimeEdge13,TimeEdge14,TimeEdge15,TimeEdge16,TimeEdge17,TimeEdge18,TimeEdge19,TimeEdge20,TimeOuter1,TimeOuter2,TimeOuter3,TimeOuter4,TimeOuter5,TimeOuter6,TimeOuter7,TimeOuter8,TimeOuter9,TimeOuter10,TimeOuter11,TimeOuter12,TimeCenter1,TimeCenter2,TimeCenter3,TimeCenter4,SquaresEntered,TimeEdge,TimeOuter,TimeCenter,TimeNear,TimeFar,TimeShelter,Lat_Shelter,Lat_Entry,TimeMove,TimeStill,Velocity
Trial   459,OF,No,13,9.12.17,48,4.4,31.5,F,A,5,3,Monica,Monica,sunny,16.2,,291.192,39.3399,105510,180.11,0,0,0,0,1,2,1,1,1,4,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,179.442,0.66732,-,-,180.11,-,-,-,28.4946,151.548,1.63799
Trial   460,OF,No,14,9.12.17,8,6.3,30.5,M,A,13,3,Monica,Monica,sunny,16.2,,706.683,21.7639,58479.7,180.11,11,3,2,1,2,4,2,3,3,2,2,3,3,2,6,6,2,3,2,10,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,26,168.765,10.6771,0.66732,92.0234,88.0862,-,-,-,58.1236,121.919,3.96031
Trial   461,OF,No,15,9.12.17,31,6.8,24,M,A,6,3,Monica,Monica,sunny,16.2,botfly,1160.32,27.8173,74661.6,180.11,5,4,4,4,6,7,4,2,2,8,9,4,1,1,3,4,4,3,4,5,2,1,0,1,0,1,4,2,0,2,1,2,1,0,1,1,32,131.195,6.94013,0.266928,69.5347,68.8674,-,-,-,80.1451,99.8978,6.51717
Trial   462,OF,No,16,9.12.17,49,7.9,21,F,A,4,3,Monica,Monica,sunny,16.2,,1184.82,31.3299,84277.3,180.11,3,3,4,3,3,7,3,2,2,3,3,2,0,3,4,1,2,2,3,4,2,2,1,0,1,2,4,5,1,2,2,3,0,1,2,1,33,162.826,9.27575,1.26791,42.1079,131.262,-,-,-,64.8635,115.179,6.62497
Trial   463,OF,No,17,9.12.17,50,10.5,20.5,M,A,5,3,Monica,Monica,sunny,16.2,,2604.62,28.8137,77595.2,180.11,7,6,7,10,9,4,3,5,6,10,8,19,6,7,7,6,11,10,11,10,4,4,4,6,3,3,22,4,6,9,3,4,1,0,0,2,34,120.385,35.7016,1.13444,75.3404,81.8802,-,-,-,132.663,47.3797,14.5313
Trial   464,AGG,No,1,9.12.17,29,2.4,25,M,A,5,3,Monica,Monica,sunny,16.2,Jumpy! Escaped after trials,2868.33,22.6486,60834.2,180.11,10,3,1,0,4,4,2,1,0,4,1,4,4,4,5,16,11,14,15,14,5,4,2,2,4,7,8,2,5,6,6,9,9,5,7,6,34,78.7438,13.0795,4.73797,75.0735,21.4877,-,-,-,138.002,42.0412,16.0864
Trial   465,AGG,No,2,9.12.17,62,6.5,11,F,J,2,3,Monica,Monica,sunny,16.2,botfly,499.008,3.56881,9596.54,180.11,21,21,1,0,0,0,0,0,0,0,0,0,0,0,4,5,2,2,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,178.775,1.26791,-,180.043,-,-,-,-,33.7664,146.277,2.79231
Trial   466,AGG,No,3,9.12.17,41,7.4,23,M,A,3,3,Monica,Monica,sunny,16.2,botfly,572.724,37.3002,100561,180.11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,5,2,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,12,13.6801,2.00196,-,15.682,-,-,-,-,29.4288,150.614,3.18813
Trial   467,AGG,No,4,9.12.17,60,9.8,24,F,A,3,3,Monica,Monica,sunny,16.2,,163.487,18.5039,49831.1,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.133464,-,-,0.133464,-,-,-,-,20.7537,159.289,0.912101
Trial   468,AGG,No,5,9.12.17,52,11.2,21.5,F,A,5,3,Monica,Monica,sunny,16.2,ex-botfly,464.421,37.7502,101699,180.11,3,0,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,2,3,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,1,18,28.3611,4.60451,0.200196,24.0903,9.07555,-,-,-,30.5633,149.413,2.58717
Trial   469,AGG,No,6,9.12.17,39,11.7,22,M,A,6,2,Monica,Monica,sunny,16.2,escaped after Ag,708.126,14.0446,37723.9,180.11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,33.9666,0.800784,-,34.7674,-,-,-,-,44.9774,135.066,3.97137
Trial   470,AGG,Yes,7,9.12.17,3,6.1,31,F,A,15,3,Monica,Monica,sunny,16.2,,0,30.6173,11205.9,24.6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,24.6241,0,-,-,24.5574,0
Trial   471,AGG,No,8,9.12.17,58,8.5,11.5,U,A,3,3,Monica,Monica,sunny,16.2,,1157.58,25.5972,68830.8,180.11,7,4,2,2,2,2,2,2,2,3,2,4,2,2,5,5,5,5,5,6,1,0,0,0,1,1,4,1,0,2,1,1,0,0,0,0,28,149.013,7.87438,-,110.775,46.1118,-,-,-,81.6132,98.4297,6.4775
Trial   472,AGG,No,9,9.12.17,38,10.2,22.5,F,A,5,3,Monica,Monica,sunny,16.2,,362.095,10.5586,28402.8,180.11,2,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,20,178.441,1.33464,0.33366,167.164,12.946,-,-,-,21.8214,158.222,2.02467
Trial   473,AGG,No,10,9.12.17,10,1.1,30,F,A,9,3,Monica,Monica,sunny,16.2,,440.894,32.263,86723.1,180.11,5,3,2,2,2,2,1,1,1,1,0,0,0,0,0,1,3,2,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,166.963,13.1462,-,32.4318,147.678,-,-,-,29.4955,150.547,2.46896
Trial   474,AGG,No,11,9.12.17,30,1.6,27,F,A,6,3,Monica,Monica,sunny,16.2,,1542.28,18.9936,51092.8,180.11,4,4,3,2,2,2,2,0,3,2,1,1,1,2,4,7,3,4,4,4,1,2,2,2,5,3,0,0,4,6,3,0,2,5,2,3,32,35.3012,5.0049,1.33464,25.0912,16.5495,-,-,-,95.36,84.6829,8.62369
Trial   475,AGG,No,12,9.12.17,46,1.8,21,F,A,4,3,Monica,Monica,sunny,16.2,ex-botfly,2639.84,25.8224,69333,180.11,9,5,5,5,5,5,5,5,5,4,7,14,11,10,12,10,13,10,8,10,5,1,0,3,5,4,6,2,5,12,7,6,2,2,1,1,35,90.1549,16.8165,2.06869,73.205,35.8351,-,-,-,119.65,60.3925,14.8161
Trial   476,AGG,No,13,9.12.17,48,4.4,31.5,F,A,5,3,Monica,Monica,sunny,16.2,,318.677,19.2279,51665.5,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12.212,-,-,12.212,-,-,-,-,30.63,149.413,1.78589
Trial   477,AGG,No,14,9.12.17,8,6.3,30.5,M,A,13,3,Monica,Monica,sunny,16.2,,486.793,21.0253,56473.8,180.11,4,1,0,0,0,0,0,0,0,1,1,3,1,1,5,2,2,1,1,4,1,1,0,0,0,0,3,1,0,6,2,1,1,1,1,0,23,157.621,21.9548,0.533856,163.026,17.0834,-,-,-,47.7801,132.263,2.73007
Trial   478,AGG,No,15,9.12.17,31,6.8,24,M,A,6,3,Monica,Monica,sunny,16.2,botfly,731.335,15.3817,41284.5,180.11,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,11,58.9244,3.67026,-,57.3228,5.27183,-,-,-,34.3002,145.743,4.10768
Trial   479,AGG,No,16,9.12.17,49,7.9,21,F,A,4,3,Monica,Monica,sunny,16.2,,6.00239,44.711,120675,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,180.043,0.0333387
Trial   480,AGG,No,17,9.12.17,50,10.5,20.5,M,A,5,3,Monica,Monica,sunny,16.2,,4145.71,23.4941,63246,180.11,15,11,5,4,3,1,1,3,1,3,3,5,7,9,13,28,40,35,31,26,5,2,1,2,2,2,4,4,4,14,8,7,1,0,1,1,35,116.447,14.6143,1.80176,111.976,20.8871,-,-,-,137.535,42.5083,23.1463
Trial   481,AP,No,1,9.12.17,29,2.4,25,M,A,5,3,Monica,Monica,sunny,16.2,Jumpy! Escaped after trials,1697.93,23.143,62115.7,180.11,5,3,2,0,2,1,1,0,1,1,7,11,4,4,6,4,5,7,5,7,9,5,7,7,5,9,7,8,9,4,8,12,13,5,9,11,34,105.503,65.5976,9.00882,108.306,71.8036,-,-,-,93.0244,87.0185,9.53676
Trial   482,AP,No,2,9.12.17,62,6.5,11,F,J,2,3,Monica,Monica,sunny,16.2,botfly,353.869,49.4305,132672,180.11,1,1,1,0,0,0,0,0,1,1,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,21,172.702,6.80666,0.600588,20.9538,159.156,-,-,-,25.6251,154.418,1.98757
Trial   483,AP,No,3,9.12.17,41,7.4,23,M,A,3,3,Monica,Monica,sunny,16.2,botfly,1513.17,31.4057,84324.3,180.11,1,3,5,4,8,5,1,0,0,2,2,6,6,6,8,8,5,3,2,3,5,5,6,4,4,3,5,7,8,9,4,3,3,5,4,2,34,113.044,34.8341,7.20706,74.7398,80.3453,-,-,-,81.0794,98.9636,8.49261
Trial   484,AP,No,4,9.12.17,60,9.8,24,F,A,3,3,Monica,Monica,sunny,16.2,,1249.97,27.3025,73197.9,180.11,5,3,2,2,3,3,2,2,2,4,5,8,2,2,2,10,10,7,6,6,0,0,0,0,0,0,7,4,0,1,0,1,1,1,1,0,27,154.284,16.5495,2.20216,107.572,65.4641,-,-,-,106.704,73.3385,7.03652
Trial   485,AP,No,5,9.12.17,52,11.2,21.5,F,A,5,3,Monica,Monica,sunny,16.2,ex-botfly,1966.48,30.4907,81898,180.11,9,1,0,0,1,2,4,3,3,7,7,17,6,4,4,6,5,5,8,10,2,0,0,1,1,2,18,5,0,1,1,2,2,0,2,2,30,148.279,25.3582,1.4681,69.5347,105.57,-,-,-,94.4258,85.6172,11.0286
-,AP,No,6,9.12.17,39,11.7,22,M,A,6,2,Monica,Monica,sunny,16.2,escaped after Ag,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   486,AP,No,7,9.12.17,3,6.1,31,F,A,15,3,Monica,Monica,sunny,16.2,,0,30.4835,23411.3,51.9842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,51.9842,0,-,-,51.9175,0
Trial   487,AP,Yes,8,9.12.17,58,8.5,11.5,U,A,3,3,Monica,Monica,sunny,16.2,,44.5572,6.58741,17667.4,180.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,180.11,-,-,-,-,0.533856,179.509,0.250639
Trial   488,AP,No,9,9.12.17,38,10.2,22.5,F,A,5,3,Monica,Monica,sunny,16.2,,100.216,34.7421,93143.6,180.11,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180.11,-,-,-,180.11,-,-,-,9.07555,170.967,0.564151
Trial   489,AP,No,10,9.12.17,10,1.1,30,F,A,9,3,Monica,Monica,sunny,16.2,,213.329,36.7167,98951.5,180.11,0,0,0,0,0,1,1,1,1,2,2,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,13,175.438,4.67124,-,4.60451,175.505,-,-,-,14.5476,165.495,1.1884
Trial   490,AP,No,11,9.12.17,30,1.6,27,F,A,6,3,Monica,Monica,sunny,16.2,,2294.37,32.603,87669.5,180.11,4,4,4,5,6,9,10,6,4,5,5,22,13,3,3,4,5,4,2,5,4,1,3,6,6,5,18,5,3,4,4,2,2,4,5,5,36,127.124,32.0981,3.40333,46.312,116.314,-,-,-,123.254,56.7889,12.8387
Trial   491,AP,No,12,9.12.17,46,1.8,21,F,A,4,3,Monica,Monica,sunny,16.2,ex-botfly,4543.29,31.5558,84790.5,180.11,7,12,13,14,14,10,6,10,15,14,10,15,18,13,19,19,11,18,22,16,9,6,6,12,10,9,11,5,5,9,8,10,3,4,6,2,36,90.0882,32.0981,2.80274,69.8017,55.1874,-,-,-,141.272,38.7713,25.461
Trial   492,AP,No,13,9.12.17,48,4.4,31.5,F,A,5,3,Monica,Monica,sunny,16.2,,184.304,6.21118,16677,180.11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180.11,-,-,180.11,-,-,-,-,26.0922,153.884,1.0344
Trial   493,AP,No,14,9.12.17,8,6.3,30.5,M,A,13,3,Monica,Monica,sunny,16.2,,523.496,8.31062,22272.5,180.11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,173.036,6.53974,-,179.576,-,-,-,-,25.4249,154.618,2.94916
Trial   494,AP,No,15,9.12.17,31,6.8,24,M,A,6,3,Monica,Monica,sunny,16.2,botfly,959.598,26.6309,71637,180.11,4,0,0,1,2,3,2,2,3,5,7,7,4,1,1,2,4,1,1,4,1,1,2,3,1,2,9,7,1,3,0,0,0,1,3,0,30,161.158,17.8174,1.13444,109.44,70.6692,-,-,-,74.0725,105.97,5.36563
Trial   495,AP,No,16,9.12.17,49,7.9,21,F,A,4,3,Monica,Monica,sunny,16.2,,923.919,36.1716,97120.6,180.11,0,0,0,0,0,8,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,179.109,-,-,-,179.109,-,-,-,11.0108,169.032,5.18547
Trial   496,AP,No,17,9.12.17,50,10.5,20.5,M,A,5,3,Monica,Monica,sunny,16.2,,1520.24,30.8481,83166.6,180.11,2,1,1,1,2,5,6,5,7,9,4,4,7,8,9,13,11,6,5,4,1,0,1,2,1,2,4,5,4,2,3,2,1,2,4,3,35,159.623,14.3474,4.13738,66.5985,111.509,-,-,-,74.1393,105.904,8.4626
Trial   497,OF,No,1,9.22.17,44,4.8,32,F,A,3,3,Monica,Monica,cloudy,16,,1689.11,33.3415,89588.6,180.11,6,5,4,3,4,1,6,6,4,3,2,3,2,3,5,4,4,2,2,5,4,2,1,10,7,3,6,6,6,8,5,4,1,1,1,3,36,57.5897,71.5367,2.00196,55.6545,75.4739,-,-,-,112.977,67.0657,9.4659
Trial   498,OF,No,2,9.22.17,63,6.6,17,U,J,2,3,Monica,Monica,cloudy,16,,2545.95,37.9179,101696,180.043,4,6,7,7,5,12,8,5,7,12,10,12,5,5,5,1,2,3,2,2,3,3,2,6,4,5,13,3,4,7,5,2,1,1,2,0,35,72.3375,14.7478,3.06967,30.2296,59.9253,-,-,-,144.675,35.2345,14.2998
Trial   499,OF,No,3,9.22.17,39,7.7,26,M,A,7,3,Monica,Monica,cloudy,16,,1981.74,41.8545,112840,180.11,0,2,2,2,3,3,3,4,5,4,2,6,4,3,8,5,2,2,3,3,1,1,3,5,2,7,5,6,7,5,3,3,3,1,2,3,35,34.3002,23.156,1.8685,24.9578,34.367,-,-,-,63.2619,116.781,11.0275
Trial   500,OF,No,4,9.22.17,66,1.6,19.5,M,J,1,3,Monica,Monica,cloudy,16,,2590.53,27.6127,74333.3,180.11,9,9,8,6,7,5,5,5,13,5,6,8,7,9,8,9,12,8,9,10,7,6,9,6,5,10,6,5,4,5,4,5,6,8,6,3,36,136.467,30.1629,7.94111,80.2786,94.2923,-,-,-,135.533,44.5102,14.458
Trial   501,OF,No,5,9.22.17,67,2.7,19,M,A,1,3,Monica,Monica,cloudy,16,,2256.15,26.6975,71843,180.11,9,12,6,6,5,4,4,3,3,6,4,4,5,4,6,5,5,6,5,9,11,3,3,5,4,6,7,7,6,5,8,9,6,6,8,10,36,100.565,39.6388,10.7439,82.2138,68.734,-,-,-,110.642,69.4013,12.606
Trial   502,OF,No,6,9.22.17,68,3.6,21,F,A,1,3,Monica,Monica,cloudy,16,Came back home with me O_o,703.487,36.4364,98050.4,180.11,4,2,1,1,1,1,1,1,1,1,10,13,3,4,4,6,3,3,3,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,22,170.033,7.07359,-,65.6643,111.442,-,-,-,58.5907,121.452,3.93064
Trial   503,OF,No,7,9.22.17,69,8.5,18,F,J,1,3,Monica,Monica,cloudy,16,,846.358,17.2189,46422.3,180.11,4,3,4,5,6,4,3,3,3,2,2,3,1,1,1,3,2,1,1,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,25,162.092,4.40431,-,123.988,42.5083,-,-,-,66.4651,113.578,4.71134
Trial   504,OF,No,8,9.22.17,55,9.3,25.5,F,A,2,3,Monica,Monica,cloudy,16,,1383.03,33.4542,90192.6,180.11,6,10,7,5,7,7,7,4,3,6,8,4,3,6,6,3,2,1,1,2,6,2,3,3,2,0,2,1,0,0,0,0,1,3,1,0,30,116.18,9.20902,5.80568,52.5848,78.6103,-,-,-,88.2864,91.7565,7.69876
-,OF,No,9,9.22.17,45,1.1,24.5,F,A,6,3,Monica,Monica,cloudy,16,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   505,OF,No,10,9.22.17,32,1.8,24,M,A,6,3,Monica,Monica,cloudy,16,,845.052,24.1404,64865.4,180.11,2,2,4,5,5,1,2,2,2,2,3,3,4,3,2,2,2,3,3,2,1,1,1,3,1,3,3,3,1,1,1,1,0,2,2,0,34,167.03,11.5446,1.53484,20.0196,160.09,-,-,-,54.1864,125.857,4.73574
Trial   506,OF,No,11,9.22.17,60,8.5,21,F,A,4,3,Monica,Monica,cloudy,16,,2993.34,35.9518,96602.5,180.043,10,8,7,8,9,9,5,7,10,12,10,10,7,6,11,9,3,2,5,6,5,3,2,1,1,2,7,3,4,3,2,3,2,2,1,2,36,71.7369,13.0127,1.13444,39.7055,46.1785,-,-,-,141.205,38.5711,16.7561
Trial   507,OF,No,12,9.22.17,6,5.3,33.5,M,A,10,3,Monica,Monica,cloudy,16,retagged right ear,1635.72,28.999,77688.2,180.043,14,7,6,5,3,1,2,3,4,8,6,9,7,7,9,8,6,3,3,9,2,1,0,3,2,4,11,2,1,2,0,0,0,0,1,0,30,115.113,29.0952,0.200196,74.6064,69.8017,-,-,-,105.57,74.1393,9.19419
Trial   508,OF,No,13,9.22.17,35,7.5,23,F,A,6,3,Monica,Monica,cloudy,16,,369.175,40.4533,108496,180.11,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,76.8753,0.33366,-,29.7625,47.4465,-,-,-,38.6378,141.405,2.07665
Trial   509,OF,No,14,9.22.17,40,8.1,24.5,M,A,5,3,Monica,Monica,cloudy,16,retagged left ear. Escaped after trial,595.938,20.5687,55103.5,179.976,1,0,0,0,1,0,0,2,2,15,14,0,1,1,1,2,2,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,19,159.957,2.46908,-,110.375,52.051,-,-,-,63.1952,116.581,3.35222
Trial   510,OF,No,15,9.22.17,38,9.1,29.5,F,A,6,3,Monica,Monica,cloudy,16,,610.879,12.7559,34249.5,180.11,2,1,1,1,2,1,3,3,3,1,1,2,1,1,1,1,1,1,1,1,0,0,0,3,1,1,2,1,1,0,0,0,0,0,0,0,26,175.906,4.20412,-,145.276,34.8341,-,-,-,52.3846,127.658,3.42854
Trial   511,AGG,No,1,9.22.17,44,4.8,32,F,A,3,3,Monica,Monica,cloudy,16,,1349.88,18.5763,50081.7,180.11,8,6,4,3,3,2,2,0,1,2,1,2,3,4,4,4,4,4,4,5,4,2,0,3,2,2,2,2,1,2,3,4,2,1,1,2,34,77.8095,12.946,1.20118,72.6044,19.3523,-,-,-,78.3434,101.7,7.51424
Trial   512,AGG,No,2,9.22.17,63,6.6,17,U,J,2,3,Monica,Monica,cloudy,16,,1857.49,34.807,93874.6,180.11,8,1,1,1,1,1,1,2,2,3,5,7,5,5,7,15,12,8,5,7,1,0,0,1,1,0,4,3,3,5,0,3,0,0,0,0,28,111.776,8.94209,-,75.0068,45.7114,-,-,-,116.848,63.1952,10.3323
Trial   513,AGG,No,3,9.22.17,39,7.7,26,M,A,7,3,Monica,Monica,cloudy,16,,159.64,14.5033,39086.4,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,21.0873,158.956,0.889312
Trial   514,AGG,No,4,9.22.17,66,1.6,19.5,M,J,1,3,Monica,Monica,cloudy,16,,2302.88,23.188,62514.7,180.11,6,3,1,1,1,1,1,1,2,2,1,2,2,2,4,17,23,23,20,14,2,0,0,0,1,1,1,0,0,2,1,2,1,1,0,0,29,104.769,3.80372,0.600588,101.232,7.94111,-,-,-,114.112,65.9312,12.8192
Trial   515,AGG,No,5,9.22.17,67,2.7,19,M,A,1,3,Monica,Monica,cloudy,16,,2207.22,17.1277,46227.7,180.11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,29,26,26,19,0,0,0,0,0,0,0,1,1,3,1,4,1,0,1,1,15,172.769,5.33856,0.867516,178.241,0.734052,-,-,-,128.793,51.1834,12.2594
Trial   516,AGG,No,6,9.22.17,68,3.6,21,F,A,1,3,Monica,Monica,cloudy,16,Came back home with me O_o,26.3461,43.9019,118403,180.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,0.400392,179.643,0.14655
Trial   517,AGG,No,7,9.22.17,69,8.5,18,F,J,1,3,Monica,Monica,cloudy,16,,1845.05,23.3883,63101.6,180.11,12,2,0,0,1,2,2,2,2,5,5,5,5,5,6,11,17,14,11,12,0,0,0,0,1,0,1,0,0,4,1,1,0,1,1,1,26,153.684,4.27085,0.734052,137.134,21.5544,-,-,-,101.099,78.944,10.2554
Trial   518,AGG,No,8,9.22.17,55,9.3,25.5,F,A,2,3,Monica,Monica,cloudy,16,,2250.48,25.6233,69054.7,180.11,12,5,3,3,5,4,4,3,3,7,7,6,9,10,7,12,12,12,13,12,2,2,2,3,0,0,1,2,5,6,5,4,1,0,0,0,31,157.087,11.7448,0.066732,137.868,31.0304,-,-,-,109.707,70.3355,12.5369
Trial   519,AGG,No,9,9.22.17,45,1.1,24.5,F,A,6,3,Monica,Monica,cloudy,16,,949.563,17.736,47780.9,180.11,5,7,3,3,2,2,2,1,1,1,1,3,2,2,2,3,3,3,4,5,3,1,1,1,1,1,3,1,0,0,1,1,1,0,0,1,32,175.238,4.47104,0.400392,152.483,27.627,-,-,-,67.733,112.31,5.29372
Trial   520,AGG,No,10,9.22.17,32,1.8,24,M,A,6,3,Monica,Monica,cloudy,16,,1154.97,18.1879,49052.9,180.11,7,3,2,2,2,1,0,0,1,1,0,2,1,1,2,6,7,4,4,8,3,2,1,0,0,1,2,2,4,4,3,2,1,0,2,2,30,98.6299,42.4416,2.60255,109.841,33.8331,-,-,-,90.8223,89.2207,6.42452
Trial   521,AGG,No,11,9.22.17,60,8.5,21,F,A,4,3,Monica,Monica,cloudy,16,,1407.37,26.7795,72170.7,180.11,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35.6349,-,-,20.42,15.2149,-,-,-,114.112,65.8645,7.83426
Trial   522,AGG,No,12,9.22.17,6,5.3,33.5,M,A,10,3,Monica,Monica,cloudy,16,retagged right ear,334.856,37.7178,101612,180.11,0,0,0,0,0,0,0,0,0,1,0,2,3,3,4,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,10,179.242,0.734052,-,172.969,7.00686,-,-,-,18.8184,161.225,1.86679
Trial   523,AGG,No,13,9.22.17,35,7.5,23,F,A,6,3,Monica,Monica,cloudy,16,,739.058,24.2281,65294.7,180.11,3,3,2,2,2,3,2,0,0,0,0,3,2,2,2,2,1,1,1,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,123.721,2.60255,-,92.0902,34.2335,-,-,-,76.8085,103.234,4.11711
Trial   524,AGG,No,14,9.22.17,40,8.1,24.5,M,A,5,3,Monica,Monica,cloudy,16,retagged left ear. Escaped after trial,1287.97,29.9546,80637.9,180.11,3,1,2,1,1,2,2,1,1,2,0,1,2,5,9,6,4,4,4,3,0,2,0,0,0,1,3,0,0,2,1,1,2,1,1,0,28,120.251,7.67418,0.867516,71.2698,57.523,-,-,-,98.1628,81.8802,7.19099
Trial   525,AGG,No,15,9.22.17,38,9.1,29.5,F,A,6,3,Monica,Monica,cloudy,16,,490.597,15.9187,42916.9,180.11,2,2,1,1,1,0,1,1,1,1,4,5,2,2,2,2,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,23,164.027,2.86948,0.200196,144.942,22.155,-,-,-,29.7625,150.28,2.73096
Trial   526,AP,No,1,9.22.17,44,4.8,32,F,A,3,3,Monica,Monica,cloudy,16,,2308.22,28.8347,77680.8,180.11,5,8,7,7,10,10,9,8,4,2,3,5,4,7,10,5,8,5,5,10,9,4,1,2,6,7,9,10,9,11,7,10,4,3,5,5,36,108.239,42.7752,4.33758,84.9498,70.4023,-,-,-,121.786,58.257,12.8681
Trial   527,AP,No,2,9.22.17,63,6.6,17,U,J,2,3,Monica,Monica,cloudy,16,,1840.57,34.3929,92792,180.11,4,1,3,1,2,5,5,2,3,3,2,10,6,6,7,9,6,5,6,7,3,3,1,1,1,3,12,6,5,4,1,3,2,0,1,3,35,97.4287,24.0235,1.4681,70.7359,52.1844,-,-,-,135.533,44.5102,10.2305
Trial   528,AP,No,3,9.22.17,39,7.7,26,M,A,7,3,Monica,Monica,cloudy,16,,1343.59,31.5171,84844,180.11,2,3,2,1,1,2,2,0,0,1,1,1,1,1,4,15,15,9,3,2,3,2,5,4,1,1,1,0,3,8,8,4,3,4,2,4,33,123.454,14.3474,4.73797,123.855,18.685,-,-,-,73.2717,106.704,7.49597
